Client_ID,Name,Age,Location ID,Joined Bank,Banking Contact,Nationality,Occupation,Fee Structure,Loyalty Classification,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting,BRId,GenderId,IAId,Income Band,Loan_to_Deposit_Ratio,CC_Utilization,Savings_Loan_Ratio,Income_Loan_Ratio,High_Loan_Flag,Low_Income_Flag,High_CC_Usage_Flag,Defaulter
IND37323,Brandon Little,64,9057,2006-01-23,Anthony Berry,European,Staff Accountant IV,Mid,Jade,38502.76,1789.08,1,1802.43,0.0,72128.93,30207.84,22322.98,26400.79,823027.12,2,1,3,1,3,low,0.0,0.04681300647504214,72128929.99999999,38502760.0,0,1,0,0
IND17259,Jean Morgan,78,32235,2021-06-15,Joshua Ryan,American,Systems Administrator III,Mid,Silver,131489.18,39765.72,3,1070.22,601552.34,408648.56,252400.58,188218.72,8950.21,496349.52,0,2,3,2,4,mid,1.4720529995944363,0.008139224777740461,0.6793233641492885,0.21858310746728518,1,0,0,0
IND24069,Howard Little,17,28895,2016-06-20,Shawn Cook,Asian,Human Resources Assistant II,Mid,Jade,84832.26,17913.58,1,2033.55,384710.44,392769.71,313460.45,38521.65,28135.6,878596.28,3,1,3,1,8,low,0.9794809254016026,0.023971422852916768,1.0209489219451677,0.2205093778569945,0,0,0,0
IND70868,Linda Burke,42,11097,2005-06-22,Jeremy Vasquez,Australian,Engineer I,High,Gold,38807.25,35163.0,1,1061.28,608245.61,286374.44,216950.33,72316.78,10444.01,1209141.95,1,2,3,2,9,low,2.1239521511628197,0.02734746658556155,0.4708203969267934,0.06380194003570047,1,1,0,0
IND94996,Kenneth Bailey,40,25969,2014-10-08,Stephen Payne,American,Statistician III,High,Gold,194389.86,27495.86,1,1306.55,678417.69,2047305.69,904407.11,563747.1,691.06,1500584.78,1,2,3,2,10,mid,0.3313709784436876,0.006721286765054069,3.0177657763939414,0.2865341847342834,0,0,0,0
IND92018,Todd Howell,70,29156,2015-04-01,Jonathan Hawkins,European,Marketing Assistant,Mid,Silver,71368.28,12514.5,2,1228.06,776907.32,1563534.99,525671.25,978422.46,23434.56,357389.07,3,3,3,2,11,low,0.49689154670156016,0.0172073641510295,2.012511592743763,0.09186202532901605,0,0,0,0
IND40311,Joshua Powell,22,36109,2002-03-03,George Lewis,European,Senior Quality Engineer,Mid,Jade,155237.17,55594.74,2,5329.6,655011.17,193003.46,120445.77,18255.52,37998.01,2242488.73,3,4,3,2,12,mid,3.3937793996347043,0.034331983542781774,0.294656745632816,0.2369992709635787,1,0,0,0
IND22076,Kathy Barnes,32,6365,2021-08-14,Samuel Fowler,Asian,Structural Engineer,Mid,Gold,168014.18,26765.55,1,2743.23,533283.18,504571.64,323922.53,173423.14,17508.76,145955.64,3,2,4,2,13,mid,1.0569027996561544,0.016327371794884388,0.9461607978219735,0.31505621400799433,1,0,0,0
IND88518,Willie Greene,73,278,2008-10-04,Roy Rice,Australian,Research Assistant IV,Mid,Silver,102181.31,17165.72,1,1441.01,1170740.32,1015970.51,279562.35,466664.58,61358.26,1213389.72,1,2,4,1,14,mid,1.152336910692086,0.014102481030019275,0.8678017590888116,0.08727922679960384,1,0,0,0
IND67149,Richard Hawkins,48,19882,2009-10-25,Jonathan Hawkins,European,Analog Circuit Design manager,Mid,Silver,61144.48,3109.59,1,1073.0,434022.49,153656.19,57621.07,47612.08,4777.66,818417.95,0,1,1,1,15,low,2.8246339257492075,0.01754859935764276,0.3540281740837251,0.1408785979250094,1,0,0,0
IND94783,Karen Nelson,78,30230,2013-08-31,Joe Hanson,European,Project Manager,High,Platinum,86398.74,38655.63,3,4677.67,913188.96,226275.8,136817.92,152815.1,49864.72,1007081.59,2,3,2,2,1,low,4.035734073039476,0.05414048799623133,0.24778639434297758,0.09461211610068948,1,0,0,0
IND28381,Sean Morris,46,5842,2006-09-07,James Castillo,American,GIS Technical Architect,High,Jade,69755.63,19885.25,1,3214.56,639722.0,602428.0,255825.59,98781.69,24928.04,580494.54,3,1,3,1,2,low,1.061906151337743,0.04608316137230555,0.9417028006826358,0.10904053618753062,1,0,0,0
IND19580,William Bishop,53,23798,2019-01-18,Dennis Morris,Asian,Health Coach IV,Low,Gold,405403.08,6798.3,1,7229.62,410859.6,327707.83,105113.83,114264.92,24398.18,265531.91,1,4,4,2,3,high,1.2537375098613373,0.01783316491371214,0.7976151201100934,0.9867192564401095,1,0,0,0
IND96087,Joseph Young,53,24426,2019-08-30,Gregory Simmons,European,Developer IV,Mid,Gold,135796.5,16855.0,1,3018.55,517134.19,43408.44,46381.62,15960.03,22091.26,559782.25,0,2,1,2,4,mid,7.713310880310036,0.022228481424569256,0.0839403790263019,0.2625943176130081,1,0,0,1
IND38737,Craig Lee,35,18981,2005-06-27,Ernest Rivera,American,Office Assistant I,Low,Jade,231029.02,28929.82,3,612.9,511206.39,319805.85,105881.67,79346.42,9542.83,1832460.82,1,2,1,1,5,mid,1.5984897974865384,0.002652913462330778,0.6255904770173344,0.45192905266319333,1,0,0,0
IND38628,Steven Ryan,72,43285,2001-04-22,Chris Armstrong,European,Programmer Analyst II,Mid,Silver,110136.69,5533.44,3,1100.3,289776.12,398822.42,253098.85,93876.66,211.75,504794.35,1,1,1,1,6,mid,0.7265793113471923,0.00999031285586744,1.376312232435467,0.3800751063266528,0,0,0,0
IND47104,Timothy Peterson,24,41334,1995-02-06,Shawn Wallace,European,Associate Professor,Mid,Platinum,134150.43,4758.87,1,6849.47,464695.12,1433363.94,432713.64,375018.49,43048.49,1721832.45,2,2,2,2,7,mid,0.32419897466919745,0.05105812891499395,3.0845254775119533,0.2886848256795018,0,0,0,0
IND35485,Nancy Rogers,81,26760,1999-12-07,Patrick Graham,African,Systems Administrator III,Low,Jade,33391.89,5415.34,1,136.51,194137.58,94195.9,49763.87,88295.33,18520.34,216502.03,0,2,2,2,8,low,2.06099817443224,0.004088118279974021,0.48520178068974706,0.17200116447314753,1,1,0,0
IND89040,Earl Hart,78,31471,2018-03-29,Raymond Alexander,Asian,Database Administrator I,High,Platinum,356326.52,40778.75,2,9458.98,1714321.78,1245486.49,380785.68,478520.67,31136.55,2984485.53,3,5,3,2,9,high,1.3764274381037829,0.026545820876465155,0.726518500671141,0.2078527636696929,1,0,0,0
IND41722,Richard Moore,62,1548,1999-11-13,Anthony Simpson,Asian,Quality Engineer,High,Silver,133139.87,35311.72,1,7672.03,930495.57,2047305.69,729227.83,755271.68,30735.13,2508430.35,2,2,3,2,10,mid,0.45449762294437934,0.05762383531226345,2.2002315258736465,0.14308490459220036,0,0,0,0
IND34939,Kathy Patterson,64,16709,2005-02-19,James Castillo,African,Web Designer I,Mid,Silver,131466.97,27583.36,1,1374.33,568476.47,963625.91,404484.95,541771.9,66530.37,689529.17,3,5,3,1,11,mid,0.5899348113315728,0.010453804400802694,1.695102540136617,0.23126193731244155,0,0,0,0
IND15036,Chris Cox,21,40547,2014-03-03,Frank Brown,Asian,Database Administrator II,High,Silver,158341.71,29558.01,2,4771.03,209619.6,603125.13,360199.73,248286.51,40075.01,779158.77,2,2,3,2,12,mid,0.34755573798167594,0.03013122676184799,2.8772363229524514,0.7553764497433615,0,0,0,0
IND80720,Douglas Gibson,31,7741,2013-05-01,Frank Brown,Asian,Nurse,High,Jade,180874.06,66917.12,1,4832.7,1371965.36,1340823.22,541746.75,885755.94,67131.42,171912.59,3,5,3,2,13,mid,1.0232261334024138,0.026718590677300046,0.9773010734197392,0.131835733715729,1,0,0,0
IND35191,Jeremy Duncan,79,30692,2017-05-05,Jerry Green,Australian,Tax Accountant,Mid,Silver,82419.81,19836.32,1,387.73,648406.53,780884.11,229307.24,269405.02,28843.87,510418.69,1,1,3,2,14,low,0.8303492424370765,0.004704330127619439,1.2043125302820243,0.1271113199197557,0,0,0,0
IND83420,Donna Frazier,53,22889,2005-12-07,Joe Hanson,Asian,Actuary,High,Silver,465670.73,38016.24,2,3319.87,1139666.4,740926.49,292711.7,690433.72,69643.41,1034359.96,2,4,3,1,15,high,1.5381639256302415,0.0071292219566189575,0.6501257643024961,0.40860266617616997,1,0,0,0
IND67155,Gary Berry,81,12232,1995-07-30,Patrick Graham,European,Accountant II,Mid,Platinum,128955.65,15151.85,1,3600.87,746744.67,822927.45,267320.38,249132.11,48009.82,652707.64,0,1,4,1,16,mid,0.907424669200882,0.027923320708140197,1.1020198495664923,0.17269041883795375,0,0,0,0
IND53173,Anthony Moore,63,2737,2015-03-14,Phillip Peters,Australian,Paralegal,High,Gold,98343.5,33137.08,1,304.16,355391.12,88035.77,33956.65,78037.42,39942.11,961595.68,2,2,4,1,17,low,4.036894502803865,0.003092832743467207,0.2477151644990028,0.27671906862298906,1,0,0,0
IND15625,Russell Hansen,53,22802,2016-04-25,Raymond Alexander,American,Assistant Media Planner,Mid,Silver,196620.55,64560.14,3,7586.08,376984.12,2047305.69,1112573.07,385692.0,67077.48,503031.21,2,5,1,2,18,mid,0.1841367030127598,0.03858233517004029,5.430747811258607,0.5215618882791087,0,0,0,0
IND33337,Wanda Murray,74,39368,2002-02-19,Keith Griffin,European,Safety Technician IV,High,Platinum,291034.51,50628.73,1,2546.17,119243.75,250481.41,113855.19,232264.58,30391.54,455877.4,1,3,2,1,19,mid,0.47605828122710475,0.008748687539671198,2.1005831156720323,2.4406688615489798,0,0,0,0
IND40896,Charles Tucker,69,38575,2007-02-10,Mark Montgomery,European,Automation Specialist I,Low,Silver,142762.81,7367.81,2,535.2,603533.2,1195910.28,260334.21,409375.55,44364.29,452542.2,1,1,3,1,20,mid,0.5046642792428674,0.0037488754686961167,1.9815153135212524,0.23654508113796377,0,0,0,0
IND71163,Aaron Burke,30,10796,2014-05-06,Adam Hernandez,European,Safety Technician III,Mid,Platinum,87475.5,38934.5,1,1094.8,254842.28,227890.45,166848.37,240098.87,19336.24,695647.12,0,2,4,1,21,low,1.1182666008239195,0.012515504198141144,0.8942411326164516,0.3432534807675811,1,0,0,0
IND78424,Julie Snyder,26,8419,2006-06-23,Paul Holmes,American,GIS Technical Architect,Mid,Jade,155729.63,29286.71,1,6036.08,816917.54,853648.42,314938.25,549815.89,21103.34,1157637.72,1,2,1,2,22,mid,0.9569718866732373,0.03875999680497541,1.0449627742783405,0.19063078240353268,0,0,0,0
IND41219,Wayne Bennett,72,20608,2019-09-17,Stephen Payne,European,Assistant Professor,High,Jade,79782.49,6279.04,1,315.96,398697.93,361620.07,166628.85,139046.46,29962.21,500530.81,1,1,1,2,1,low,1.1025326356954341,0.003960267422585238,0.9070026250023355,0.20010760978842404,1,0,0,0
IND62450,Paul Snyder,68,31209,2016-05-28,Frank Brown,European,Software Test Engineer I,Mid,Gold,234707.17,25305.24,2,2232.51,260404.69,68640.03,57569.06,49420.82,3154.94,441021.29,0,2,1,2,2,mid,3.7937729078240072,0.009511895143587242,0.26358983678984493,0.9013169812674382,1,0,0,0
IND67674,Heather Shaw,72,17828,2013-11-24,Todd Roberts,Australian,Sales Associate,Low,Silver,72706.79,36381.42,1,295.81,269847.29,94217.52,69092.84,85298.26,16365.56,679158.43,1,2,2,1,3,low,2.864088198627089,0.004068533295603708,0.3491512538474956,0.2694367978665385,1,0,0,0
IND14696,Mary Wright,78,43366,2014-04-20,Douglas Tucker,European,Programmer Analyst IV,Mid,Jade,177519.51,4661.36,1,2303.53,472207.03,294577.43,140742.55,95148.51,26784.25,273850.24,0,2,2,2,4,mid,1.6029979907048617,0.012976207443473638,0.623831096661498,0.37593576195607303,1,0,0,0
IND39582,Aaron Williams,17,18696,2012-04-03,George Lewis,European,Chief Design Engineer,High,Gold,154263.77,22358.31,1,681.9,75552.48,208376.06,265205.89,82971.56,16769.4,345400.34,2,1,3,1,8,mid,0.362577541956703,0.004420350906629918,2.758030672745214,2.041809454278543,0,0,0,0
IND55512,Andrew Young,17,42590,2005-07-18,Donald Reynolds,European,Office Assistant II,Mid,Jade,99666.75,10370.0,1,7211.88,174924.36,1102563.17,431130.47,239807.49,72036.9,1111998.42,2,2,3,2,9,low,0.1586524605581987,0.0723599387723595,6.30308530896963,0.569770553570866,0,0,0,0
IND58447,Alan Nichols,63,20967,2001-01-03,Victor Martinez,European,Programmer II,High,Jade,266276.84,17614.26,2,4604.18,825051.87,2047305.69,443566.87,838895.85,96596.06,786745.71,3,3,3,2,10,mid,0.4029939806385269,0.017290951712920465,2.481426637477439,0.322739514155953,0,0,0,0
IND66908,Larry Snyder,61,19688,2004-11-27,Jonathan Hawkins,European,Payment Adjustment Coordinator,High,Silver,265427.26,26190.96,3,2007.93,840128.49,1030232.56,355566.99,539458.94,39235.65,179763.24,1,2,3,1,11,mid,0.8154746042820907,0.007564897412703965,1.2262797548666875,0.3159365059552539,0,0,0,0
IND93572,Emily Stewart,80,13251,2000-02-19,Bruce Butler,Asian,Health Coach I,High,Gold,84421.46,35468.16,2,28.18,159327.91,173284.95,294584.41,62382.58,14989.1,403295.97,3,2,3,1,12,low,0.9194561274971882,0.0003338013778273749,1.0875994602100822,0.5298598310248354,0,0,0,0
IND70604,Bobby Gutierrez,79,38986,2005-08-20,Anthony Berry,American,Web Designer I,Mid,Gold,49503.77,20847.33,1,4653.68,135150.12,413227.38,287158.01,63034.69,21961.52,718739.94,2,2,3,2,13,low,0.32705993410441503,0.09400657578187328,3.0575435444856174,0.3662872784257441,0,1,0,0
IND28563,Stephen Freeman,33,15693,2007-01-16,Patrick Graham,Asian,Professor,High,Silver,291792.24,36552.78,1,1261.5,78291.26,1937545.94,572456.76,564090.08,49095.6,431914.82,2,2,3,2,14,mid,0.04040743413784169,0.004323281509051504,24.747920971665025,3.727009071932051,0,0,0,0
IND44786,Justin Romero,41,7863,2002-01-20,Jesse Evans,European,Electrical Engineer,Mid,Jade,46821.12,27346.2,1,2450.74,947424.85,117015.78,95625.8,23554.14,44240.47,1209634.07,3,2,4,2,15,low,7.713310880310036,0.05234261691427678,0.1235092998420832,0.049419349672515614,1,1,0,1
IND79851,Debra Nichols,71,12398,2021-02-12,Shawn Long,Asian,Safety Technician I,High,Silver,285375.49,56313.84,2,1778.32,713652.99,341798.75,213624.22,98877.5,2981.23,789757.48,1,3,4,1,1,mid,2.0879332879715524,0.006231509208336325,0.47894250330410226,0.39987990465803286,1,0,0,0
IND24079,Joshua Bennett,56,31265,2001-08-02,Nicholas Simmons,American,Help Desk Operator,Mid,Silver,72070.73,17690.88,2,1015.76,152068.24,208859.64,119787.15,112415.63,2146.62,92649.29,3,1,1,2,2,low,0.7280881996728128,0.01409393225108262,1.373459958677368,0.47393676369282134,0,0,0,0
IND15798,Jesse Tucker,67,37174,2010-08-28,Chris Armstrong,American,Automation Specialist II,Mid,Jade,98374.08,21012.3,1,3358.87,544636.43,994585.04,617605.23,95929.33,25196.84,154219.66,0,1,2,2,3,low,0.5476016705946013,0.03414385136670298,1.8261448984854998,0.18062339278218423,0,0,0,0
IND37241,Ruby Wallace,64,2684,1996-04-26,Anthony Torres,Australian,Internal Auditor,High,Platinum,91243.06,2150.05,1,1529.42,125707.28,0.0,0.0,0.0,954.04,133887.11,0,1,3,1,4,low,7.713310880310036,0.016762041773236872,0.0,0.7258375113530615,1,0,0,1
IND86966,Cheryl Hunter,62,34467,2005-11-04,Benjamin Kim,European,Software Consultant,High,Jade,471052.35,9266.4,1,2021.98,1451497.43,2021380.94,861284.05,1021939.9,18387.03,2487458.56,1,4,4,1,5,high,0.7180721854842105,0.004292474065159692,1.3926176490766384,0.3245285454452864,0,0,0,0
IND71164,Ralph Porter,60,43040,2007-09-10,Patrick Graham,European,Database Administrator I,High,Jade,35337.22,6165.45,1,900.46,705853.18,119341.2,29835.3,53040.53,20912.39,394311.63,2,1,1,2,6,low,5.914580832817327,0.02548191324948841,0.16907368729418532,0.05006313062149393,1,1,0,1
IND40932,Martha Reynolds,73,38960,2011-09-02,Adam Hernandez,Asian,Accountant II,High,Gold,152280.52,13713.06,2,1336.26,773813.19,860495.02,410866.99,269621.77,25511.73,674133.84,2,1,1,2,7,mid,0.8992651568172175,0.008774989678423809,1.1120190635261475,0.196792354758398,0,0,0,0
IND96715,Gary King,80,26940,1996-10-11,Shawn Wallace,European,Desktop Support Technician,Mid,Platinum,482930.15,61515.78,1,6672.66,1714321.78,436494.57,180714.31,119688.48,107769.98,346486.11,0,5,1,1,8,high,3.9274756065637297,0.013817029204291698,0.25461647564518697,0.2817033274338361,1,0,0,0
IND50507,Lisa Miller,69,13803,2000-10-13,Shawn Long,European,Systems Administrator II,High,Silver,91339.99,2125.34,1,127.25,216548.95,47898.4,15790.68,30212.84,16043.39,341117.18,1,1,2,1,9,low,4.521005826478425,0.001393146622928833,0.22118971151238687,0.4217983489562136,1,0,0,1
IND38878,Sarah Wright,32,2928,2013-05-25,James Castillo,European,Recruiter,High,Jade,159579.97,25288.65,1,3928.43,212778.25,336606.83,104659.27,128306.6,20083.93,1286219.06,3,2,2,2,10,mid,0.6321269516957604,0.024617312406956134,1.5819606957855858,0.7499825252346868,0,0,0,0
IND59922,Frances Hughes,57,42750,2002-06-17,Benjamin Kim,Asian,Physical Therapy Assistant,High,Jade,181593.39,24063.41,3,70.71,203307.15,307847.83,232069.9,219803.35,7288.55,366702.11,3,2,3,1,11,mid,0.6604144305307774,0.00038938641770283367,1.5142006982331873,0.8931972589591796,0,0,0,0
IND32848,Keith Hernandez,23,29090,2007-07-10,Dennis Ruiz,European,Operator,High,Jade,30326.33,2020.58,3,3886.38,409137.22,211383.96,54863.01,71354.19,36419.45,711890.05,1,1,3,1,12,low,1.935516857875513,0.12815200097895127,0.5166578574380062,0.07412263769567913,1,1,0,0
IND22297,James Ross,18,21001,2020-09-23,Roy Rice,European,Dental Hygienist,Mid,Silver,76587.3,16762.62,1,5079.92,822400.93,992388.86,207709.3,325718.95,15336.73,696597.14,3,1,3,1,13,low,0.8287083443996859,0.06632848962780395,1.2066971504924036,0.09312647531523768,0,0,0,0
IND17713,Charles Simmons,39,37970,2017-11-22,Joshua Bennett,European,Assistant Professor,High,Jade,75928.83,7975.76,1,301.78,620326.0,1008769.0,345468.84,186553.17,10227.56,705476.73,1,1,3,2,14,low,0.6149336462411774,0.003974511342075054,1.6261917094782554,0.12240149514545336,0,0,0,0
IND25396,Matthew Webb,69,38775,2000-11-01,Victor Ramos,European,Administrative Assistant I,Low,Silver,61750.34,44720.64,2,908.21,761581.3,1156977.96,636337.88,115945.72,83459.38,2240804.16,3,2,3,2,15,low,0.6582504815750765,0.01470777303075946,1.519178528255383,0.0810817438911883,0,0,0,0
IND24185,Anna Henry,85,16919,1999-05-27,Anthony Berry,European,Physical Therapy Assistant,High,Jade,191841.0,22092.5,1,802.4,703536.8,0.0,0.0,0.0,2736.8,785672.4,2,2,3,1,17,mid,7.713310880310036,0.004182630385670267,0.0,0.2726808316598636,1,0,0,1
IND13182,Jennifer Rice,30,40613,2016-11-11,Benjamin Kim,Australian,Web Developer III,Mid,Silver,97698.89,24092.92,1,688.57,371535.5,338535.57,270828.46,33853.56,24226.86,876909.62,0,1,4,2,18,low,1.0974784685181576,0.007047879386880656,0.9111796021882711,0.262959770296621,1,0,0,0
IND57459,Cheryl Clark,25,27130,2007-10-09,Mark Montgomery,European,Recruiter,Mid,Silver,342396.72,54688.5,3,3446.55,901247.99,350878.56,91533.54,190084.65,70924.41,2475385.7,2,4,4,1,19,high,2.568546757121476,0.01006595504166642,0.3893252062738856,0.37991398973337626,1,0,0,0
IND60265,Peter Diaz,68,22184,2012-10-17,Jonathan Hawkins,European,Structural Analysis Engineer,High,Silver,80765.88,13141.2,1,903.76,78101.29,48562.8,32654.3,46477.95,15065.44,290271.67,3,1,1,1,20,low,1.608253403670023,0.011189873605167508,0.6217925386150147,1.0341170928915888,1,0,0,0
IND98600,Lori Webb,73,7860,2014-12-12,Anthony Torres,European,Internal Auditor,High,Jade,176480.36,34644.45,1,1190.71,585187.38,260575.31,314344.82,123090.81,28459.02,882756.39,3,2,2,2,21,mid,2.2457514403580623,0.006746983025493699,0.44528525128944973,0.3015792303969726,1,0,0,0
IND56505,Kevin Williams,27,27186,1996-02-08,Chris Armstrong,American,Associate Professor,High,Gold,34363.72,21179.73,1,3295.13,608489.7,1264219.14,342562.61,416295.13,48618.12,1524000.72,1,1,3,2,22,low,0.481316632746664,0.09588979028202448,2.077634408474565,0.05647379067143817,0,1,0,0
IND24188,Paula Young,31,26593,1999-04-10,James Castillo,Asian,Programmer Analyst III,High,Jade,212002.5,13938.5,1,3269.37,705539.64,315219.34,311178.07,55769.58,24006.45,418455.96,0,2,4,2,1,mid,2.238249841401705,0.015421374675197818,0.44677764604866477,0.3004827619600753,1,0,0,0
IND66753,Justin Robinson,75,26982,2011-06-21,Dennis Ruiz,American,Analog Circuit Design manager,High,Jade,181525.44,34293.6,1,4470.86,1133013.67,156772.43,54390.44,50689.75,15540.84,1558621.01,1,2,1,2,2,mid,7.227123179585064,0.0246293851449726,0.13836764199114418,0.16021469523821838,1,0,0,1
IND31161,Stephen Murphy,60,38116,1996-11-18,Anthony Berry,European,Human Resources Manager,High,Silver,61488.5,31544.64,1,273.33,253955.93,292495.85,76972.59,118537.79,54716.37,1119246.37,3,2,1,2,3,low,0.8682377173274844,0.004445221391882687,1.1517582946310476,0.24212271695280865,0,0,0,0
IND74796,Walter Duncan,59,30156,2013-12-02,Nicholas Simmons,Asian,Accounting Assistant I,High,Gold,77567.8,12646.48,2,482.03,260742.79,254105.56,179991.44,179850.27,661.45,84938.31,0,1,1,1,4,low,1.0261199675201127,0.006214305340433718,0.9745449108121267,0.2974878028363208,1,0,0,0
IND18529,Sean Ellis,39,7529,2007-02-12,Bobby Burton,Asian,Data Coordiator,Low,Gold,81291.16,10274.1,3,9274.12,1241203.44,1680247.96,379782.07,424089.98,36109.25,2430078.49,1,2,2,2,8,low,0.7387025420112978,0.11408522016311219,1.35372486451236,0.06549382423118823,0,0,0,0
IND45403,Dorothy Harris,26,38739,2002-03-25,Jason Duncan,Asian,Internal Auditor,Mid,Jade,129574.89,6106.65,1,67.85,150913.81,514861.52,507808.62,154035.28,14027.21,637115.46,0,2,2,1,9,mid,0.2931153404256831,0.0005236354009358186,3.4116262559958814,0.8586019340536036,0,0,0,0
IND57142,Marilyn Webb,24,19882,2015-11-30,Raymond Alexander,Asian,Health Coach I,Mid,Silver,341325.33,14667.12,2,2981.66,477384.97,764580.54,646252.6,232286.85,30319.23,1368961.17,2,2,3,2,10,high,0.6243749930852608,0.008735536830110038,1.6016016138890976,0.7149896849182544,0,0,0,0
IND45470,Wanda Robertson,44,1221,2017-01-28,Jesse Evans,European,Health Coach II,Low,Platinum,146610.24,18992.4,3,683.43,435339.3,96693.04,93176.93,64450.3,2869.35,638184.03,2,2,3,2,11,mid,4.502281606801466,0.004661543391092305,0.22210960457254925,0.3367723512745751,1,0,0,1
IND69975,Linda Ramos,63,9129,2015-01-19,Adam Hernandez,European,Geologist I,Low,Gold,62305.63,1775.5,2,805.37,238816.22,143851.73,40685.34,103573.24,22491.81,125146.64,3,1,3,1,12,low,1.6601553442551207,0.012926118989148831,0.602353263097652,0.260893626651935,1,0,0,0
IND22525,Brian Stewart,37,40177,2015-01-08,Patrick Graham,Asian,Associate Professor,High,Jade,189742.77,23607.71,1,530.12,193600.01,296574.4,124147.42,128009.79,25188.34,835097.65,2,2,3,1,13,mid,0.6527873253632568,0.0027938877313012367,1.531892474944126,0.9800762356361643,0,0,0,0
IND15624,Maria King,36,7700,2011-03-25,Dennis Morris,African,Office Assistant IV,Mid,Platinum,482930.15,34176.57,2,4891.11,1468097.33,521357.75,181149.73,135553.02,103795.38,512143.41,2,5,3,1,14,high,2.8159115831386194,0.010127986396939626,0.3551247856604134,0.32894968187909607,1,0,0,0
IND85067,Stephanie Baker,26,28840,2018-11-19,Joe Hanson,Asian,Geologist II,Mid,Silver,297603.88,47232.57,2,4773.3,957889.71,655045.49,208750.76,577519.78,10808.04,1249345.19,0,2,3,1,15,mid,1.4623254768728724,0.016039105350242392,0.6838422863068001,0.31068699933034355,1,0,0,0
IND53006,Harold Kelly,75,7263,2020-07-14,Jesse Evans,European,Safety Technician II,High,Jade,252612.86,27437.76,1,8765.06,311486.21,816460.51,176099.32,303904.74,55843.23,1119019.78,1,3,3,2,1,mid,0.3815079918788626,0.034697599976906954,2.6211770574974183,0.810992111621917,0,0,0,0
IND52186,Joe Knight,74,30494,1995-05-16,Bruce Porter,Australian,Database Administrator I,Mid,Platinum,121293.88,20721.92,1,2167.26,1183417.53,0.0,0.0,0.0,5374.14,182024.19,3,2,4,1,2,mid,7.713310880310036,0.01786784281393387,0.0,0.10249457763018385,1,0,0,1
IND99691,Carl Gutierrez,64,6688,2011-04-22,Jesse Evans,American,Developer IV,High,Jade,283076.28,44260.65,3,2479.94,434375.62,55301.51,39778.28,71552.4,3708.07,63294.97,1,2,4,2,3,mid,7.713310880310036,0.008760677479721446,0.12731264676568946,0.6516854683241996,1,0,0,1
IND35211,Andrew Phillips,25,2789,2010-10-15,Shawn Wallace,Asian,Physical Therapy Assistant,Mid,Jade,110572.21,18163.2,1,1933.21,476101.86,37664.31,10823.08,22403.77,42739.41,1278489.08,2,2,1,2,4,mid,7.713310880310036,0.017483687650959607,0.07910977268790806,0.23224485988724167,1,0,0,1
IND54677,Amanda Myers,54,10036,2020-08-05,Shawn Long,Australian,Human Resources Assistant IV,Low,Silver,62559.67,26774.23,1,778.54,245560.97,206792.3,152846.48,61857.87,33283.37,479575.47,3,1,2,1,5,low,1.1874763654764886,0.012444758541009592,0.8421220162059059,0.2547622683899552,1,0,0,0
IND75463,Patricia Mitchell,18,42306,2021-09-17,Joshua Ryan,European,Biostatistician I,High,Silver,200436.8,62653.45,1,848.07,479104.12,1883360.08,1283351.56,398672.33,86455.4,212606.68,1,5,3,2,6,mid,0.254387955247311,0.004231109236272436,3.931003715996006,0.4183574951967487,0,0,0,0
IND54309,Arthur Fields,58,8452,2006-03-17,James Castillo,Australian,Structural Analysis Engineer,Low,Jade,144736.43,29361.41,1,1535.32,492107.21,702159.58,711278.53,172530.64,21278.81,884355.78,1,2,4,1,7,mid,0.7008481025056326,0.010607695584258258,1.4268426966822072,0.2941156454624681,0,0,0,0
IND32424,Harold Knight,38,26860,2017-06-19,Phillip Peters,European,Accountant I,High,Jade,117501.67,34283.52,1,5583.4,351717.87,1724459.0,856594.02,181237.26,7702.39,1076992.7,0,2,1,1,8,mid,0.20395838335155642,0.047517622111093206,4.902960987160076,0.33407932803050544,0,0,0,0
IND64425,Nicole Porter,50,34062,2011-03-29,Shawn Wallace,Asian,Environmental Specialist,High,Jade,70908.01,5827.36,1,1760.37,441249.45,344791.35,222677.75,129655.91,15339.61,289990.04,2,1,1,2,9,low,1.2797578846460103,0.02482610885813734,0.7813977994048541,0.16069823959962273,1,0,0,0
IND63920,Kathy Allen,84,39316,2000-03-29,Anthony Torres,European,Community Outreach Specialist,Low,Silver,64212.22,27972.56,1,2864.03,665377.22,307164.55,144101.89,221006.79,25557.18,993089.16,2,2,1,1,10,low,2.1661914365893087,0.044602568722860406,0.4616397139931545,0.09650498690576605,1,0,0,0
IND57702,Fred Cole,63,37845,2018-01-22,Bruce Butler,African,Software Consultant,High,Jade,149346.65,29221.08,2,2580.41,590881.85,2047305.69,1702050.81,452480.26,20512.58,646156.8,0,4,2,2,11,mid,0.2886143738072577,0.017277990384933373,3.464830890532801,0.2527521360611226,0,0,0,0
